DATE,STATION,SAMPLE,SAMTIME,REPLICAT,STEMP,BTEMP,MESH,SSAL,BSAL,NETSLED,FLOWNO,RPM,DATECAL,FLOSTART,FLOEND,RPT,SPLITS,XFACTOR,NO3M,HYDROMED,CHAETOGN,GASTROPO,BIVALVES,STOMATOP,UNIDSHRI,ACETES,LUCIFER,PERICLIM,LATREUTE,OTHASHR,CRABMEGA,PINNOTHE,GAMAMPH,CAPAMPH,ISOPODS,CUMACEAN,MYSIDS,FISHEGGS,UNIDFLAR,OTHERS,PALAELAR,ALPHELAR,CALLILAR,UPOGELAR,PENAEPLA,GOBYLAR,ANCHOLAR,LEIOSLAR,SPECIESI,SPECIES2,SPECIES3,SPECIES4,SPECIES5,SPECIES6,SPECIES7
2/17/1981,DD,3,11:32:00,A,10,-99.9,365,35,-99.9,S,2147,34.72,800830,651188,660202,9014,0,1,33.75,2.133,3.052,0.059,0.474,0,0,0,0,0,0,0,0,0,0.83,0,0,0.03,0.059,0,0.326,0,0,0,0,0,0,0,0,0.119,0,0,0,0,0,0,0
2/17/1981,DD,3,11:40:00,B,10,-99.9,365,35,-99.9,S,2147,34.72,800830,660202,670260,10058,0,1,37.66,1.885,2.576,0.08,0.425,0,0,0,0,0,0,0,0,0,0.266,0.027,0,0.08,0,0,0.266,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0
2/17/1981,DD,3,11:47:00,C,10,-99.9,365,35,-99.9,S,2147,34.72,800830,670260,680946,10686,0,1,40.01,1.95,2.674,0.125,0.4,0,0,0,0,0,0,0,0,0,0.275,0.05,0,0.05,0.05,0,0.3,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0
3/7/1981,BB,4,13:10:00,A,13.4,-99.9,365,33.9,-99.9,S,2147,34.72,800830,851519,858452,6933,0,1,25.96,1.733,0.655,0.154,1.965,0,0,0,0,0,0,0,0,0,0.578,0.116,0.039,7.396,1.271,0,0.231,0,0,0,0,0,0,0,0,0.193,0,0,0,0,0,0,0
3/7/1981,BB,4,13:20:00,B,13.4,-99.9,365,33.9,-99.9,S,2147,34.72,800830,858452,865171,6719,0,1,25.15,1.67,0.994,0.199,2.227,0,0.04,0.04,0,0,0,0,0,0,0.437,0.04,0.04,8.191,0.636,0,0.04,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0
3/7/1981,BB,4,13:30:00,C,13.4,-99.9,365,33.9,-99.9,S,2147,34.72,800830,865171,871943,6772,0,1,25.36,0,0.986,0.197,1.222,0,0,0,0,0,0,0,0.039,0,0.276,0.079,0,5.678,0.513,0,0.118,0,0,0,0,0,0,0,0,0.039,0,0,0,0,0,0,0
3/7/1981,DD,4,13:40:00,A,12.9,-99.9,365,33.8,-99.9,S,2147,34.72,800830,871943,879595,7652,0,1,28.65,0.977,0.838,0.489,2.408,0,0,0,0,0,0,0,0,0,1.291,0,0.07,1.396,0.105,0,0.105,0,0,0,0,0,0.035,0,0,0.07,0,0,0,0,0,0,0
3/7/1981,DD,4,13:47:00,B,12.9,-99.9,365,33.8,-99.9,S,2147,34.72,800830,879595,888160,8565,0,1,32.07,0.967,0.561,0.187,1.809,0,0,0,0,0,0,0,0,0,0.842,0.031,0.062,0.499,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/7/1981,DD,4,13:57:00,C,12.9,-99.9,365,33.8,-99.9,S,2147,34.72,800830,888160,894680,6520,0,1,24.41,1.557,0.86,0.205,2.991,0,0,0,0,0,0,0,0,0,0.983,0.041,0.123,3.113,0.533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/20/1981,BB,5,12:40:00,A,11.3,-99.9,365,33.6,-99.9,S,2147,34.72,800830,567057,575580,8523,1,2,31.91,0,0.627,0,0.251,0,0,0,0,0.251,0,0.125,0,0,12.598,0.439,0.125,0.313,0.251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/20/1981,BB,5,12:50:00,B,11.3,-99.9,365,33.6,-99.9,S,2147,34.72,800830,575580,583102,7522,1,2,28.16,1.136,0,0.071,1.065,0,0,0,0,0.071,0,0.142,0,0,0,0,0,0,0.355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/20/1981,BB,5,13:06:00,C,11.3,-99.9,365,33.6,-99.9,S,2147,34.72,800830,583102,590768,7666,1,2,28.7,1.394,0.976,0.139,1.672,0,0,0,0,0.348,0,0.07,0,0,6.69,0.07,0,2.3,1.742,0,0.836,0,0,0,0,0,0,0,0,0.697,0,0,0,0,0,0,0
3/20/1981,DD,5,13:06:00,A,11.5,-99.9,365,33.7,-99.9,S,2147,34.72,800830,590768,599092,8324,0,1,31.17,1.155,1.059,0,0,0,0,0,0.032,0,0,0,0,0,0.225,0.032,0.064,0.16,0.128,0,0.064,0,0,0,0,0,0,0,0,0.064,0,0,0,0,0,0,0
3/20/1981,DD,5,13:15:00,B,11.5,-99.9,365,33.7,-99.9,S,2147,34.72,800830,599092,607316,8224,0,1,30.79,1.949,1.721,0,0,0,0,0,0,0,0,0,0,0,0.227,0,0,0,0.195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/20/1981,DD,5,13:25:00,C,11.5,-99.9,365,33.7,-99.9,S,2147,34.72,800830,607316,615995,8679,0,1,32.5,1.262,1.538,0,0,0,0,0,0,0,0,0,0,0,0.062,0,0,0.062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/3/1981,BB,6,10:30:00,A,15.9,-99.9,365,21.2,-99.9,S,2147,34.87,810414,848359,856610,8251,0,1,30.76,0.033,2.276,0.033,0.098,0,0,0.065,0.098,0,0,0,0,0,0.163,0.033,0.033,0.098,0.293,0,0,0.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/3/1981,BB,6,10:40:00,B,15.9,-99.9,365,21.2,-99.9,S,2147,34.87,810414,856610,866296,9686,0,1,36.12,0.028,2.492,0.055,0.138,0,0.055,0.028,0,0,0,0,0,0,0.028,0.028,0.166,0.083,0.138,0,0,0.028,0,0,0,0,0.055,0,0,0,0,0,0,0,0,0,0
4/3/1981,BB,6,10:47:00,C,15.9,-99.9,365,21.2,-99.9,S,2147,34.87,810414,866296,875434,9138,0,1,34.07,0.029,1.937,0,0.059,0,0.029,0,0.088,0,0,0,0,0,0,0.029,0.205,0,0.176,0,0,0.059,0,0,0,0,0.029,0,0,0,0,0,0,0,0,0,0
4/3/1981,DD,6,10:58:00,A,15.8,-99.9,365,20.8,-99.9,S,2147,34.87,810414,875434,882826,7392,0,1,27.56,0.073,0.218,0.109,0,0,0,0,0.036,0,0.036,0,0,0,0.29,0,0.109,0,0.327,0,0.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/3/1981,DD,6,11:05:00,B,15.8,-99.9,365,20.8,-99.9,S,2147,34.87,810414,882826,890153,7326,0,1,27.32,0.037,0.659,0,0.073,0,0,0.037,0.037,0,0,0,0,0,0.329,0.146,0.073,0.11,0.366,0,0,0.073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/3/1981,DD,6,11:10:00,C,15.8,-99.9,365,20.8,-99.9,S,2147,34.87,810414,890157,897356,7199,0,1,26.84,0,0.745,0.037,0.075,0,0,0,0,0,0,0,0,0,0.335,0.037,0.037,0.075,0.596,0,0,0.037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/17/1981,BB,7,11:20:00,A,19.7,-99.9,365,34.3,-99.9,S,2147,34.86,810414,916271,925890,9619,1,2,35.87,0,0.056,0,0.558,0,0.39,0,0,0,0.112,0,0.056,0,1.115,0.112,0,0.223,4.293,2.175,0.112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/17/1981,BB,7,11:30:00,B,19.7,-99.9,365,34.3,-99.9,S,2147,34.86,810414,925890,934908,9018,0,1,33.63,0.03,0.03,0,0.535,0,0.416,0,0,0.059,0.208,0,0.119,0,9.961,0.238,0,0.297,1.546,1.933,0.059,0.03,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0
4/17/1981,BB,7,11:45:00,C,19.7,-99.9,365,34.3,-99.9,S,2147,34.86,810414,934908,944770,9862,0,1,36.77,0,0.027,0.027,0.734,0,0.218,0.163,0.027,0.218,0.408,0.027,0.082,0,1.795,0.245,0,0.381,3.508,1.632,0.109,0,0,0,0,0,0,0.027,0,0,0,0,0,0,0,0,0
4/17/1981,DD,7,12:03:00,A,19.6,-99.9,365,34,-99.9,S,2147,34.86,810414,944770,954076,9306,0,1,34.7,0.029,0.029,0.144,0.231,0,0.576,0,0,0,0,0,0.058,0,1.037,0.202,0.029,0.029,0.144,1.902,0.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/17/1981,DD,7,12:16:00,B,19.6,-99.9,365,34,-99.9,S,2147,34.86,810414,954076,961827,7751,0,1,28.9,0,0,0,0.173,0,0.069,0,0,0,0.035,0,0,0,0.381,0.035,0,0.069,0.208,1.765,0.138,0.069,0,0,0,0,0.035,0.035,0,0,0,0,0,0,0,0,0
4/17/1981,DD,7,12:27:00,C,19.6,-99.9,365,34,-99.9,S,2147,34.86,810414,961827,970050,8223,0,1,30.66,0,0,0.065,0.163,0,0.424,0,0,0,0,0,0,0,0.554,0.13,0,0,0.13,1.99,0.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/30/1981,BB,8,10:00:00,A,21.5,-99.9,365,35,-99.9,S,2147,34.86,810414,645040,654359,9319,0,1,34.75,4.144,1.871,0,0,0,18.245,0,0.029,0,0,0,0,0.173,0.835,0.173,0,0.058,3.568,4.144,16.058,0.029,14.216,0,0.719,3.281,0,5.209,8.892,0,0,0,0,0,0,0,0
4/30/1981,BB,8,10:10:00,B,21.5,-99.9,365,35,-99.9,S,2147,34.86,810414,654359,663813,9454,0,1,35.25,3.291,1.645,0,0.255,0,13.986,0,0.028,0,0.113,0,0,0.17,0.738,0.028,0.113,0.284,9.475,4.851,18.383,0.028,10.865,0,0.539,2.496,0,3.83,11.603,0,0,0,0,0,0,0,0
4/30/1981,BB,8,10:20:00,C,21.5,-99.9,365,35,-99.9,S,2147,34.86,810414,663813,673055,9242,0,1,34.46,3.947,1.596,0.087,0,0,17.644,0,0,0.029,0.058,0,0.174,0,0.29,0.174,0.029,0.058,3.279,4.527,14.626,0.145,13.726,0,0.696,3.163,0,4.73,7.487,0,0,0,0,0,0,0,0
4/30/1981,DD,8,10:35:00,A,22,-99.9,365,35,-99.9,S,2147,34.86,810414,673055,681065,8010,0,1,29.87,1.44,0.569,0,0.167,0,9.876,0,0,0,0,0,0,0,1.004,0.469,0,0.1,0.703,5.892,2.31,0.033,0,0,0,0,0,0.904,0.971,0,0,0,0,0,0,0,0
4/30/1981,DD,8,10:40:00,B,22,-99.9,365,35,-99.9,S,2147,34.86,810414,681571,691065,9494,0,1,35.4,1.808,0.904,0.028,0,0,10.113,0,0,0,0,0,0,0,0.141,0.028,0,0.028,1.13,5.593,3.051,0.085,0,0,0,0,0,1.045,1.469,0,0,0,0,0,0,0,0
4/30/1981,DD,8,10:50:00,C,22,-99.9,365,35,-99.9,S,2147,34.86,810414,691065,700216,9151,0,1,34.12,1.202,0.528,0.029,0,0,7.972,0,0,0.029,0,0,0,0,0.088,0.117,0,0.234,1.758,4.924,3.37,0,0,0,0,0,0,0.938,1.319,0,0,0,0,0,0,0,0
5/15/1981,BB,9,10:58:00,A,23,-99.9,365,36,-99.9,S,2147,34.86,810414,744678,754449,9771,0,1,36.43,0,1.867,0,0.027,0.027,11.913,0,0,0,0.055,0,0.027,0.027,0,0.027,0,0.055,0.714,2.059,12.215,0,2.745,4.639,1.784,2.745,0,10.458,0.631,0,0,0,0,0,0,0,0
5/15/1981,BB,9,11:03:00,B,23,-99.9,365,36,-99.9,S,2147,34.86,810414,754449,763034,8585,0,1,32.01,0,1.406,0,0,0.094,7.716,0,0.031,0,0.094,0.094,0.094,0.031,7.404,0.187,0.031,0.156,1.375,1,10.341,0,1.781,2.999,1.156,1.749,0,9.153,0.25,0,0,0,0,0,0,0,0
5/15/1981,BB,9,11:10:00,C,23,-99.9,365,36,-99.9,S,2147,34.86,810414,763034,772677,9643,1,2,35.96,0.111,1.39,0.056,0.056,0.056,4.449,0,0.056,0.222,0.222,0.779,0,0,22.414,0.445,0,0.167,0,1.502,11.068,0.056,1.001,1.752,0.695,1.001,0,10.067,0,0,0,0,0,0,0,0,0
5/15/1981,DD,9,11:20:00,A,22.5,-99.9,365,36,-99.9,S,2147,34.86,810414,772677,775170,2493,0,1,9.3,0,1.29,0,0.108,0,3.226,0,0,0,0,0,0,0,6.882,0.215,0,0.215,4.731,3.978,2.688,0,0,0,0,0,0,2.473,0.108,0,0,0,0,0,0,0,0
5/15/1981,DD,9,11:30:00,B,22.5,-99.9,365,36,-99.9,S,2147,34.86,810414,775170,783386,8216,1,2,30.64,0.131,1.371,0,0.131,0,2.807,0,0,0,0,0,0.131,0,2.089,0.065,0.131,0.065,3.59,5.157,1.893,0,0,0,0,0,0,1.697,0.065,0,0,0,0,0,0,0,0
5/15/1981,DD,9,11:40:00,C,22.5,-99.9,365,36,-99.9,S,2147,34.86,810414,783386,790544,7158,0,1,26.69,0.037,0.937,0,0.037,0,1.911,0,0.037,0,0,0,0.037,0,1.499,0.112,0,0.075,1.836,4.496,2.098,0,0,0,0,0,0,1.761,0.075,0,0,0,0,0,0,0,0
6/1/1981,BB,10,11:12:00,A,24,-99.9,365,35,-99.9,S,5457,36.32,810414,309460,319916,10456,0,1,37.42,21.619,23.196,0.027,0.027,0.027,14.992,0.134,0.241,0,0,0,2.218,0.267,3.608,0.374,0.187,0.401,2.058,0.187,18.332,0.267,3.447,6.601,3.608,1.363,0,10.743,6.975,0,0,0,0,0,0,0,0
6/1/1981,BB,10,11:20:00,B,24,-99.9,365,35,-99.9,S,5457,36.32,810414,319916,330046,10130,0,1,36.26,24.573,20.518,0.193,0.414,0,11.859,0.083,0.221,0,0.083,0.138,3.227,0,2.289,0.248,0.083,0.745,5.157,0.11,16.575,0.221,2.73,5.212,2.785,1.076,0,10.507,5.268,0,0,0,0,0,0,0,0
6/1/1981,BB,10,11:30:00,C,24,-99.9,365,35,-99.9,S,5457,36.32,810414,330046,339924,9878,0,1,35.36,9.446,10.351,0.113,0.452,0.057,7.749,0.113,0.198,0.085,1.018,1.357,3.535,0,21.606,1.895,0.028,0.396,4.016,0.113,12.981,1.103,1.782,3.422,1.867,0.707,0,9.078,3.45,0,0,0,0,0,0,0,0
6/1/1981,DD,10,11:40:00,A,24.5,-99.9,365,35,-99.9,S,5457,36.32,810414,339924,346443,6519,1,2,23.33,21.689,21.174,0.257,0.257,0,21.346,0,0.257,0,0,0,2.915,0.772,0.772,0.6,0.686,0.857,14.059,0.086,6.087,0.257,0,0,0,0,0,3.772,1.543,0,0,0,0,0,0,0,0
6/1/1981,DD,10,11:48:00,B,24.5,-99.9,365,35,-99.9,S,5457,36.32,810414,346443,353789,7346,1,2,26.29,21.149,24.496,0.152,0.228,0,23.659,0.456,0.152,0,0,0,4.26,0,1.065,0.152,0,0.456,6.999,0.456,7.531,0.152,0,0,0,0,0,4.945,2.282,0,0,0,0,0,0,0,0
6/1/1981,DD,10,11:55:00,C,24.5,-99.9,365,35,-99.9,S,5457,36.32,810414,353789,361161,7372,1,2,26.39,22.357,29.329,0.152,0.227,0,34.786,0.152,0.152,0,0,0,1.97,0,0.303,0.303,0.152,0.152,4.244,0.152,9.246,0,0,0,0,0,0,6.593,2.046,0,0,0,0,0,0,0,0
6/15/1981,BB,11,11:30:00,A,30,-99.9,365,30.4,-99.9,S,2147,34.86,810414,512725,521919,9194,1,2,34.28,3.909,110.74,0,0,0.35,33.839,1.167,0.583,0.058,0.583,0.933,6.884,3.734,3.092,1.342,0.058,0,0.146,0.758,206.88,0.233,24.475,7.03,0,2.013,0,200.47,2.917,0,0,0,0,0,0,0,0
6/15/1981,BB,11,11:40:00,B,30,-99.9,365,30.4,-99.9,S,2147,34.86,810414,521919,530997,9078,2,4,33.85,2.245,114.03,0,0.118,0.236,24.934,1.654,0.355,0.473,1.064,1.3,22.216,12.408,122.19,21.388,0,0.355,1.418,1.064,267.71,0.827,18.198,5.229,0,1.507,0,259.85,2.127,0,0,0,0,0,0,0,0
6/15/1981,BB,11,11:50:00,C,30,-99.9,365,30.4,-99.9,S,2147,34.86,810414,530997,539339,8342,2,4,31.11,1.414,107.88,0.514,0.129,1.286,20.444,2.314,0.129,0.386,1.286,1.8,30.73,16.586,267.57,38.959,0.129,0.386,0.611,1.029,168.05,1.929,14.915,4.307,0,1.221,0,159.18,3.086,0,0,0,0,0,0,0,0
6/15/1981,DD,11,12:25:00,A,27.8,-99.9,365,32.2,-99.9,S,2147,34.86,810414,539339,546794,7455,0,1,27.8,0,21.799,0.036,0.18,0.072,37.014,0.288,0.036,0,0.036,0.072,1.007,0.647,15.791,1.691,0.18,0,0.755,0.899,16.151,0.18,0,0,0,0,0,14.209,1.583,0,0,0,0,0,0,0,0
6/15/1981,DD,11,12:37:00,B,27.8,-99.9,365,32.2,-99.9,S,2147,34.86,810414,546794,552515,5721,0,1,21.33,5.626,14.955,0,0,0.234,27.801,0,0.047,0,0,0,0.328,9.611,1.922,1.313,0.141,0,0.563,0.656,13.783,0.469,0,0,0,0,0,12.846,0.141,0,0,0,0,0,0,0,0
6/15/1981,DD,11,12:45:00,C,27.8,-99.9,365,32.2,-99.9,S,2147,34.86,810414,552515,562515,10000,0,1,37.29,3.62,11.049,0,0.027,0.134,15.286,0.054,0,0,0,0,0.349,0,0.322,0.188,0.188,0,0.322,0.349,7.643,0.107,0,0,0,0,0,7.187,0.241,0,0,0,0,0,0,0,0
6/29/1981,BB,12,11:27:00,A,25.4,-99.9,365,34.5,-99.9,S,2147,34.86,810414,675110,684212,9102,1,2,33.94,1.179,53.86,0,0.354,0.177,9.723,0.236,0.118,0,0.059,0.884,19.328,4.066,59.34,8.78,0.059,0.707,4.891,5.245,8.427,0.295,2.475,2.092,0.943,0,1.562,7.778,0.118,0,0,0,0,0,0,0,0
6/29/1981,BB,12,11:36:00,B,25.4,-99.9,365,34.5,-99.9,S,2147,34.86,810414,684212,693664,9452,1,2,35.24,0.341,61.862,0.028,0.341,0.114,8.57,0.114,0.114,0,0.795,4.2,33.371,2.384,61.578,10.613,0,0.057,26.447,2.951,7.605,0.284,2.724,2.299,1.022,0,1.703,7.094,0.114,0,0,0,0,0,0,0,0
6/29/1981,BB,12,11:45:00,C,25.4,-99.9,365,34.5,-99.9,S,2147,34.86,810414,693664,702109,8445,1,2,31.49,0.381,46.554,0,1.143,0.222,4.954,0.191,0,0.127,1.302,5.081,35.44,1.524,22.991,6.097,0,0.127,24.198,2.159,2.001,0.254,1.588,1.334,0.603,0,0.984,1.493,0,0,0,0,0,0,0,0,0
6/29/1981,DD,12,12:11:00,A,25.2,-99.9,365,34.6,-99.9,S,2147,34.86,810414,704339,713176,8837,1,2,32.95,1.7,39.575,0,0.486,0.121,22.458,0,0.121,0,0,0,21.791,8.194,0.425,0.607,0,0.121,0.243,2.974,10.076,0.061,0,0,0,0,0.182,9.833,0.243,0,0,0,0,0,0,0,0
6/29/1981,DD,12,12:22:00,B,25.2,-99.9,365,34.6,-99.9,S,2147,34.86,810414,713176,722039,8863,1,2,33.05,2.36,39.334,0,0.726,0,31.044,0,0.484,0,0,0,27.655,7.927,0.666,0.666,0.182,0.242,1.392,3.51,3.752,0.03,0,0,0,0,0.545,3.57,0.121,0,0,0,0,0,0,0,0
6/29/1981,DD,12,12:29:00,C,25.2,-99.9,365,34.6,-99.9,S,2147,34.86,810414,722039,731301,9262,1,2,34.54,1.911,44.991,0,0.174,0.753,33.121,0,0.347,0,0.058,0.058,21.598,10.133,0.869,1.158,0,0.347,1.911,4.632,6.485,0.116,0,0,0,0,0.232,6.254,0.174,0,0,0,0,0,0,0,0
7/15/1981,BB,13,11:45:00,A,28.9,-99.9,365,37.2,-99.9,S,5457,36.32,810414,383293,393066,9773,1,2,34.98,0.4,3.087,0.057,0.114,0,11.378,6.204,0.172,0.229,0.229,0.457,2.859,0.915,47.484,8.519,0.114,0.057,1.515,0.114,36.249,0.629,4.545,6.604,0,0.229,0,35.82,0.286,0,0,0,0,0,0,0,0
7/15/1981,BB,13,11:55:00,B,28.9,-99.9,365,37.2,-99.9,S,5457,36.32,810414,393066,402561,9495,0,1,33.98,0.206,4.503,0.029,0.5,0,18.187,0.5,0.118,0.235,0.235,1.001,3.002,0,24.514,5.032,0,0,0.294,0.118,21.454,0.441,7.269,10.536,0,0.353,0,21.101,0.118,0,0,0,0,0,0,0,0
7/15/1981,BB,13,12:07:00,C,28.9,-99.9,365,37.2,-99.9,S,5457,32.36,810414,402561,412161,9600,1,2,34.36,0.175,4.366,0,0.582,0,12.34,3.231,0.116,0.058,0.175,0.495,10.012,0.233,36.729,3.376,0.058,0,1.863,0.116,17.637,0.233,4.919,7.13,0,0.233,0,17.462,0.058,0,0,0,0,0,0,0,0
7/15/1981,DD,13,12:20:00,A,28.6,-99.9,365,37,-99.9,S,5457,36.32,810414,412161,422121,9960,0,1,35.65,0.813,7.798,0.028,0.112,0,24.853,0.14,0,0,0,0,0.449,0.084,1.683,0.701,0.028,0.252,0.673,0.309,2.805,0.168,0,0,0,0,0,2.525,0.168,0,0,0,0,0,0,0,0
7/15/1981,DD,13,12:30:00,B,28.6,-99.9,365,37,-99.9,S,5457,36.32,810414,422121,431119,8998,1,2,32.21,0.807,8.196,0,0.062,0,30.363,0.124,0.062,0,0,0,1.242,0,0.186,0.931,0.186,0.124,1.863,0.435,8.972,0.124,0,0,0,0,0,8.755,0.217,0,0,0,0,0,0,0,0
7/15/1981,DD,13,12:30:00,C,28.6,-99.9,365,37,-99.9,S,5457,36.32,810414,431119,440289,9170,1,2,32.82,1.219,7.983,0,0,0,31.871,0,0,0,0,0,1.341,0,0,1.219,0.305,0.061,0.67,0.305,11.456,0.061,0,0,0,0,0,10.969,0.244,0,0,0,0,0,0,0,0
