DATE,STATION,SAMPLE,ATTIME,REPLICAT,STEMP,BTEMP,MESH,SSAL,BSAL,SVOL,TYPETOW,TTSBO,RPM,RPT,DATECAL,FLOSTART,FLOEND,NOMINTOW,PSAMSORT,NAME,XFACTOR,NO3M,HYDROMED,GASTRVEL,BIVLARVA,POLYCHAE,UNCLADOC,OSTRACOD,ACTONSAA,ACTONSAC,CENTHAMA,CENTHAMC,EURYAFFA,EURYAFFC,LABIAESA,LABIAESC,PARVCRAA,PSECOROA,PSECOROC,UCALSPPA,UCALSPPC,TEMTURBA,TEMTURBC,UNCALSPP,EUTACUTA,UNIHARPA,OITHSPPC,UNICYCLA,UNICOPEN,UNICOPEA,UNICOPEC,BARNNAUP,BARNCYPR,CRABLIKZ,BRYOZOAN,BIPIBRAC,DOLIOLAR,OPHIOPLU,ECHINOPL,ASCIDIAL,LARVACEA,OTHERPLA,TOTZPK,ACARTIA,CENTROP,BARNACLE,EURYTEMO,TOTCOPEP,PSECOROT
1981-02-17,DD,3,11:57:00,A,10,-99.9,153,35,-99.9,200,PM,O,3657,35,82093069750,74539,4789,2,100,DLB,1,10,0,31.1,20.8,155.6,20.8,0,124.5,176.3,394.2,0,0,0,0,0,954.4,0,0,0,0,0,0,5715.8,10.4,20.8,778,62.3,83,0,5715.8,72.6,0,0,0,0,0,0,0,0,0,10.4,8631,300.8,394.2,72.6,0,8319.7,0
1981-02-17,DD,3,11:57:00,B,10,-99.9,153,35,-99.9,200,PM,O,3655,35,82093082268,86487,4219,2,100,DLB,1,9,0,46.8,23.4,292.8,0,11.7,128.9,117.1,327.9,0,0,0,0,0,1065.6,23.4,0,0,0,0,0,6393.4,23.4,0,878.2,82,257.6,0,6393.4,222.5,0,0,0,35.1,0,0,0,0,0,0,9929.8,246,327.9,222.5,0,9297.5,23.4
1981-03-07,BB,4,14:20:00,A,13,-99.9,153,34,-99.9,200,PM,O,3657,35,820930135580,140377,4797,2,100,DLB,1,10,0,10.4,0,144.9,20.7,0,10.4,20.7,383,0,0,0,0,0,641.8,10.4,0,0,0,0,0,2805.4,0,72.5,196.7,10.4,186.3,0,2805.4,1656.3,72.5,0,0,0,0,0,0,0,0,10.4,6252.8,31.1,383,1728.8,0,4337.6,10.4
1981-03-07,BB,4,14:20:00,B,13,-99.9,153,34,-99.9,200,PM,O,1387,32,870526974363,979353,4990,2,100,DLB,1,1,9,0,0,260.6,9,0,35.9,9,90,0,0,0,0,0,413.3,0,0,0,0,0,0,1734.1,27,27,224.6,18,224.6,0,1734.1,1518.4,71.9,0,18,0,0,0,0,0,0,0,4690.4,44.9,90,1590.3,0,2803.5,0
1981-03-07,DD,4,14:00:00,A,13,-99.9,153,34,-99.9,200,PM,O,3657,35,820930131727,135580,3853,2,100,DLB,1,8,0,25.8,0,128.9,0,0,38.7,25.8,335.1,0,0,0,0,0,386.6,0,0,0,0,0,0,1482,12.9,77.3,116,12.9,103.1,0,1482,347.9,103.1,0,0,0,0,0,0,0,0,0,3196.1,64.5,335.1,451,0,2590.4,0
1981-03-07,DD,4,14:00:00,B,13,-99.9,153,34,-99.9,200,PM,O,1387,32,870526970718,974363,3645,2,100,DLB,1,8,0,12.3,24.6,123,0,0,12.3,61.5,209.1,0,0,0,0,0,381.3,0,0,0,0,0,0,1217.7,12.3,49.2,159.9,12.3,147.6,0,1217.7,233.7,36.9,0,36.9,0,0,0,0,0,12.3,12.3,2755.2,73.8,209.1,270.6,0,2263.2,0
1981-03-20,BB,5,14:20:00,A,11,-99.9,153,34,-99.9,200,SM,O,1387,32,87052635702,41256,5554,2,100,DLB,1,2,0,500.4,16.1,266.4,0,0,64.6,209.9,0,0,0,0,0,0,263.2,0,0,0,0,0,0,904,8.1,40.4,153.3,0,113,0,904,661.8,0,0,32.3,0,0,24.2,0,0,0,8.1,3265.8,274.5,0,661.8,0,1756.5,0
1981-03-20,BB,5,14:20:00,B,11,-99.9,153,34,-99.9,200,SM,O,1387,32,60010241256,46324,5068,2,100,DLB,1,1,0,531,17.7,327.4,0,0,97.4,309.7,17.7,0,0,0,0,0,407.1,0,0,0,0,0,0,120.4,0,35.4,88.5,0,150.4,0,120.4,893.8,0,0,70.8,0,0,53.1,0,0,0,17.7,3138.1,407.1,17.7,893.8,0,1226.6,0
1981-03-20,DD,5,14:00:00,A,12,-99.9,153,34,-99.9,200,SM,O,1387,32,87052624876,30428,5552,2,100,DLB,1,2,8.1,937,8.1,307,0,0,96.9,226.2,56.5,0,0,0,0,0,468.5,0,0,0,0,0,0,1211.6,0,72.7,153.5,0,218.1,0,1211.6,452.3,8.1,0,16.2,0,0,8.1,0,0,0,24.2,4273.1,323.1,56.5,460.4,0,2504,0
1981-03-20,DD,5,14:00:00,B,12,-99.9,153,34,-99.9,200,SM,O,1387,32,87052630428,35702,5274,2,100,DLB,1,2,0,348.6,0,221.1,0,0,42.5,144.6,17,0,0,0,0,0,212.6,0,0,0,0,0,0,1062.9,8.5,8.5,110.5,0,153.1,0,1062.9,442.2,0,0,25.3,0,0,17,0,0,0,8.5,2822.9,187.1,17,442.2,0,1760.2,0
1981-04-03,BB,6,11:55:00,A,16,-99.9,153,21,-99.9,200,PM,O,3657,35,820930354533,358655,4122,2,100,DLB,1,1,0,963.8,915.7,1000,0,0,457.8,1361.4,144.6,0,0,0,0,0,457.8,24.1,0,0,0,0,0,3000,0,156.6,120.5,0,927.7,0,3000,2024.1,0,0,36.1,0,0,0,0,0,0,0,11590.2,1819.2,144.6,2024.1,0,6650.5,24.1
1981-04-03,BB,6,11:55:00,B,16,-99.9,153,21,-99.9,200,PM,O,1387,32,71051194297,97925,3628,2,100,DLB,1,8,0,1018.5,716.7,980.7,0,0,1068.7,1408.2,138.3,0,0,0,0,0,578.4,0,0,0,0,0,0,2539.9,0,251.5,125.7,12.6,1005.9,0,2539.9,1659.7,12.6,0,138.3,0,0,0,0,0,0,0,11655.7,2476.9,138.3,1672.3,0,7129.2,0
1981-04-03,DD,6,11:40:00,A,16,-99.9,153,21,-99.9,200,PM,O,3657,35,820930352633,354533,1900,2,100,DLB,1,1,0,981.8,1845.5,2045.5,0,0,290.9,1018.2,190.9,0,0,0,0,0,463.6,18.2,0,0,0,0,0,2663.6,0,136.4,127.3,0,1063.6,0,2663.6,1236.4,0,0,127.3,0,0,0,0,0,0,0,12209.2,1309.1,190.9,1236.4,0,5972.7,18.2
1981-04-03,DD,6,11:40:00,B,16,-99.9,153,21,-99.9,200,PM,O,1387,32,71051189351,94297,4946,2,100,DLB,1,1,0,876.2,1577.2,1577.2,0,0,451.9,1042.2,156.8,0,0,0,0,0,322.8,0,0,0,0,0,0,2499.5,0,202.9,166,0,654.9,0,2499.5,986.9,27.7,0,147.6,0,0,0,0,0,0,9.2,10699,1494.1,156.8,1014.6,0,5497,0
1981-04-17,BB,7,12:55:00,A,20,-99.9,153,34,-99.9,200,PM,O,1404,36,710511677873,679830,1957,2,100,DLB,1,1,0,830,0,20,0,20,500,4220,20,0,0,0,0,0,520,700,0,0,0,0,0,380,30,250,410,0,600,0,380,2090,0,20,20,0,0,0,0,0,0,10,10640,4720,20,2090,0,7630,700
1981-04-17,BB,7,12:55:00,B,20,-99.9,153,34,-99.9,200,PM,O,1387,35,710511296515,301883,5368,2,100,DLB,1,1,0,873.6,0,232.3,0,0,1106,4535.3,46.5,0,0,0,0,0,529.7,1226.8,0,0,0,0,0,334.6,65.1,176.6,325.3,0,539,0,334.6,1468.4,0,0,9.3,0,0,0,0,0,0,9.3,11477.8,5641.3,46.5,1468.4,0,8884.9,1226.8
1981-04-17,DD,7,13:06:00,A,20,-99.9,153,34,-99.9,200,PM,O,1404,36,710511682710,688767,6057,2,100,DLB,1,2,8.5,626.1,8.5,59.2,25.4,0,270.7,2512.7,67.7,0,0,0,0,0,431.5,160.7,0,0,0,0,0,397.6,8.5,107,643,8.5,753,0,397.6,3248.7,0,8.5,0,0,0,8.5,0,0,0,25.4,9379.7,2783.4,67.7,3248.7,0,5360.9,160.7
1981-04-17,DD,7,13:06:00,B,20,-99.9,153,34,-99.9,200,PM,O,1387,35,710511307310,314216,6906,2,100,DLB,1,4,0,998,7.2,173.4,14.5,0,224,3497.1,57.8,0,0,0,0,0,578,130.1,0,0,0,0,0,448,14.5,166.2,672,0,672,0,448,3583.8,0,14.5,7.2,0,0,0,0,0,0,21.7,11280,3721.1,57.8,3583.8,0,6459.7,130.1
1981-04-30,BB,8,11:25:00,A,22,-99.9,153,35,-99.9,200,PM,O,1404,36,710511829833,832817,2984,2,100,DLB,1,6,17.2,206.1,68.7,120.3,0,0,1683.5,10753.9,34.4,0,0,0,0,0,3178.1,171.8,0,0,0,0,0,3435.7,103.1,0,240.5,0,3865.2,0,3470.1,549.7,2078.6,824.6,34.4,0,0,0,0,0,85.9,85.9,27537.6,12437.4,34.4,2628.3,0,23466.2,171.8
1981-04-30,BB,8,11:25:00,B,22,-99.9,153,35,-99.9,200,PM,O,1387,35,710511415561,418473,2912,2,100,DLB,1,6,0,119.9,0,85.7,0,0,2141.5,13260.2,0,0,0,0,0,0,3409.3,119.9,0,0,0,0,0,4368.7,68.5,51.4,257,0,2535.6,0,4368.7,651,445.4,976.5,34.3,0,0,0,0,0,34.3,68.4,28627.6,15401.7,0,1096.4,0,26212.1,119.9
1981-04-30,DD,8,11:05:00,A,22,-99.9,153,35,-99.9,200,PM,O,1404,36,710511825886,829833,3947,2,100,DLB,1,8,0,454.6,194.8,233.8,0,13,2194.9,11013.3,64.9,0,0,0,0,0,5039.1,103.9,0,0,0,0,0,2142.9,389.6,90.9,909.1,0,4896.2,0,2142.9,1857.2,311.7,2350.7,142.9,0,0,0,0,0,26,90.9,32520.4,13208.2,64.9,2168.9,0,26844.8,103.9
1981-04-30,DD,8,11:05:00,B,22,-99.9,153,35,-99.9,200,PM,O,1387,35,710511411787,415561,3774,2,100,DLB,1,8,0,475.9,92.5,277.6,0,0,1480.5,14434.9,92.5,0,0,0,0,0,5591.5,52.9,0,0,0,0,0,2802.4,343.7,132.2,594.8,0,2683.4,0,2789.2,1242.6,423,3146.1,158.6,0,0,0,0,0,52.9,92.5,34170.5,15915.4,92.5,1665.6,0,28208.8,52.9
1981-05-15,BB,9,12:25:00,A,23,-99.9,153,36,-99.9,200,PM,O,1404,36,710511859918,862838,2920,2,100,DLB,1,6,35.1,17.6,17.6,87.8,0,0,438.9,7074.8,0,0,0,0,0,0,2018.9,70.2,0,0,0,0,0,2510.4,105.3,87.8,316,0,3967.5,0,2510.4,1439.6,0,561.8,0,0,0,17.6,0,0,17.6,17.6,18802.1,7513.7,0,1439.6,0,16589.8,70.2
1981-05-15,BB,9,12:25:00,B,23,-99.9,153,36,-99.9,200,PM,O,1404,36,710511862838,865473,2635,2,100,DLB,1,5,0,38.9,0,38.9,0,0,583.7,7393,0,0,0,0,0,0,1867.7,58.4,0,0,0,0,0,2042.8,116.7,136.2,564.2,0,3793.8,0,2042.8,2217.9,19.5,817.1,0,0,0,0,0,0,19.5,19.5,19727.8,7976.7,0,2237.4,0,16556.5,58.4
1981-05-15,DD,9,12:06:00,A,23,-99.9,153,36,-99.9,200,SM,O,1404,36,710511852487,856442,3955,2,100,DLB,1,8,13,90.7,51.8,90.7,0,0,285.1,5301.1,13,0,0,0,0,0,2307.1,168.5,0,0,0,0,0,2151.6,129.6,103.7,362.9,0,2449.7,0,2151.6,2294.1,0,577.3,0,0,0,0,0,0,38.9,13,16441.8,5586.2,13,2294.1,0,13272.3,168.5
1981-05-15,DD,9,12:06:00,B,23,-99.9,153,36,-99.9,200,SM,O,1404,36,710511856442,859918,3476,2,100,DLB,1,7,0,24.5,103.2,280.2,0,0,501.4,6429.7,0,0,0,0,0,0,2905.2,88.5,0,0,0,0,0,1489.5,177,88.4,486.7,0,2625,0,1489.5,2728.2,44.2,825.8,0,0,0,0,0,0,88.5,44.4,18930.4,6931.1,0,2772.4,0,14791.4,88.5
1981-06-01,BB,10,12:20:00,A,24,-99.9,153,35,-99.9,200,PS,O,2,33,710511389926,390999,1073,2,100,DLB,1,2,162.8,325.6,271.3,162.8,0,0,922.4,3960.9,0,0,0,0,0,0,9169.8,0,0,0,0,0,0,2116.1,217,217,488.3,0,6022.8,0,2116.1,2170.4,162.8,2387.4,868.2,0,0,54.3,0,54.3,108.5,162.8,30005.5,4883.3,0,2333.2,0,23114.3,0
1981-06-01,BB,10,12:20:00,B,24,-99.9,153,35,-99.9,200,PS,O,3427,35,710511621894,622756,862,2,100,DLB,1,1,0,615.1,410.1,341.7,0,0,1708.6,6287.7,0,0,0,0,0,0,10456.7,0,0,0,0,0,0,2255.6,68.4,478.5,341.8,0,4921.4,0,2255.6,1572.1,205.1,1777.2,1230.2,0,0,0,0,0,68.4,273.4,33012,7996.3,0,1777.2,0,26518.7,0
1981-06-01,DD,10,12:05:00,A,25,-99.9,153,35,-99.9,200,PS,O,2,33,710511388049,389926,1877,2,100,DLB,1,3,62,806.5,1302.7,279.2,0,62,2791.6,10483.9,0,0,0,0,0,0,9367.2,806.5,0,0,0,0,0,2698.5,341.2,279.2,775.4,0,4590.6,0,2698.5,775.4,217.1,1209.7,744.4,0,0,31,0,0,62,155.1,37841.2,13275.5,0,992.5,0,32134.1,806.5
1981-06-01,DD,10,12:05:00,B,25,-99.9,153,35,-99.9,200,PS,O,3427,35,710511620295,621894,1599,2,100,DLB,1,3,36.9,773.8,663.2,73.7,0,0,2284.5,9469.4,0,0,0,0,0,0,8658.8,847.5,0,0,0,0,0,3021.3,294.8,257.9,331.6,0,4126.8,0,3021.3,663.2,147.4,2247.6,522.7,0,0,0,0,0,184.2,368.6,34973.9,11753.9,0,810.6,0,29292.6,847.5
1981-06-16,BB,11,11:10:00,A,30,-99.9,153,30,-99.9,200,SS,O,3427,35,710511626797,627907,1110,2,100,DLB,1,2,106.2,902.3,2494.7,2123.1,0,0,7271.8,18842.9,0,0,0,0,0,0,6794.1,212.3,0,0,0,0,0,5148.6,318.5,212.3,1857.8,106.2,12738.9,0,5148.6,1592.4,53.1,3131.6,636.9,0,0,53.1,0,0,1698.5,106.2,66401.5,26114.7,0,1645.5,0,53503.4,212.3
1981-06-16,BB,11,11:15:00,B,30,-99.9,153,30,-99.9,200,SS,O,3427,35,710511627907,628935,1028,2,100,DLB,1,2,0,745,1776.5,2120.3,0,0,8194.8,17994.3,0,0,0,0,57.3,0,5616.1,57.3,0,0,0,57.3,0,5845.3,286.5,171.9,802.3,0,12492.8,0,5845.3,2578.8,57.3,3610.3,573.1,0,0,0,0,0,1776.5,229.2,65042.9,26189.1,0,2636.1,0,51575.9,57.3
1981-06-16,DD,11,11:00:00,A,28,-99.9,153,32,-99.9,200,SS,O,3427,35,710511625396,626797,1401,2,100,DLB,1,2,0,1345.7,7989.9,5761.1,0,0,3448.3,37132,0,0,0,0,0,0,10008.4,672.8,0,0,0,0,0,4541.6,883.1,294.4,1261.6,84.1,32338.1,0,4541.6,1219.5,168.2,2817.5,1892.4,42.1,0,42.1,0,0,5424.7,799.2,118166.8,40580.3,0,1387.7,0,90664.4,672.8
1981-06-16,DD,11,11:05:00,B,28,-99.9,153,32,-99.9,200,SS,O,3427,35,710511623838,625396,1558,2,100,DLB,1,3,151.3,945.5,4164.2,6164.9,75.6,0,3706.5,35665.7,0,0,0,0,0,0,8850.2,1399.4,0,0,0,0,0,4084.7,529.5,37.8,1702,680.8,25869.9,0,4084.7,1437.2,113.5,3688.7,1626.3,75.6,0,113.5,0,0,3744.3,718.6,105545.7,39372.2,0,1550.7,0,82526.5,1399.4
1981-06-29,BB,12,12:20:00,A,25,-99.9,153,35,-99.9,200,PS,O,2,33,710511394178,394738,560,3,100,DLB,1,1,104,831.6,2702.7,2183,0,0,17671.5,39605,0,0,0,0,0,0,21309.8,311.9,0,0,0,207.9,0,5197.5,623.7,0,2286.9,935.6,2182.9,0,5197.5,2182.9,2390.9,2183,0,0,0,104,0,0,415.8,1039.7,104470.3,57276.5,0,4573.8,0,90332.7,311.9
1981-06-29,BB,12,12:20:00,B,25,-99.9,153,35,-99.9,200,PS,O,3427,35,710511632450,632763,313,3,100,DLB,1,1,188.3,565,4519.8,3013.2,0,0,31450.1,57627.1,0,0,0,0,753.3,0,39548,1129.9,0,0,0,565,0,8474.6,2448.2,0,5838,2824.8,3201.5,0,8286.3,7156.3,5838,2824.9,565,376.6,0,376.6,0,0,2071.6,941.6,182297.4,89077.2,0,12994.3,0,153860.5,1129.9
1981-06-29,DD,12,11:35:00,A,25,-99.9,153,35,-99.9,200,PS,O,2,33,710511391588,393939,2351,2,100,DLB,1,4,49.5,198.1,1263,842,0,24.8,9881.1,15453.2,0,0,0,0,123.8,0,9039.1,198.1,0,0,0,123.8,0,2154.5,742.9,74.3,1163.9,223,718.2,0,2154.5,520.1,1485.9,1337.3,49.5,24.8,0,74.3,0,0,495.3,396.3,46656.8,25334.3,0,2006,0,39895.9,198.1
1981-06-29,DD,12,11:35:00,B,25,-99.9,153,35,-99.9,200,PS,O,3427,35,710511629967,631909,1942,2,100,DLB,1,3,60.7,151.7,1790,819.2,0,0,9132.3,18689.3,0,0,0,0,151.7,0,9617.7,182,0,0,0,60.7,0,2457.5,546.1,30.3,1365.3,303.4,1335,0,2427.2,910.2,1335,1456.3,60.7,0,0,60.7,0,0,364.1,364.1,51244,27821.6,0,2245.2,0,43871.3,182
1981-07-16,BB,13,11:10:00,A,29,-99.9,153,37,-99.9,200,PS,O,2,33,710511403726,406405,2679,2,100,DLB,1,5,21.7,21.7,499.9,413,0,0,326,3912.2,0,0,0,0,21.7,0,1738.8,86.9,0,0,0,43.5,0,434.7,108.7,0,739,65.2,739,0,434.7,825.9,21.7,1651.8,43.5,21.7,0,0,0,21.7,326,108.6,12192.9,4238.2,0,847.6,0,8215.7,86.9
1981-07-16,BB,13,11:10:00,B,29,-99.9,153,37,-99.9,200,PS,O,3427,35,710511641006,644177,3171,2,100,DLB,1,5,19.4,0,271.8,174.8,0,0,330.1,2038.8,0,0,0,0,19.4,0,1669.9,38.8,0,0,0,0,0,368.9,38.8,38.8,757.3,19.4,504.9,0,368.9,368.9,38.8,912.6,0,0,0,77.7,0,0,233,19.4,7941.5,2368.9,0,407.7,0,5825.1,38.8
1981-07-16,DD,13,10:50:00,A,29,-99.9,153,37,-99.9,200,PS,O,2,33,710511402851,403726,875,2,100,DLB,1,2,0,0,465.7,532.3,0,0,322.7,5988,0,0,0,0,0,0,4058.6,199.6,0,0,0,0,0,798.4,133.1,0,1663.3,266.1,1064.5,0,798.4,1064.5,0,598.8,0,0,0,266.1,0,0,1264.1,266.1,18951.9,6310.7,0,1064.5,0,14494.3,199.6
1981-07-16,DD,13,10:50:00,B,29,-99.9,153,37,-99.9,200,PS,O,3427,35,710511640304,641006,702,2,100,DLB,1,1,0,168.1,840.3,168.1,0,0,420.2,3361.3,0,0,0,0,0,0,1932.8,0,0,0,0,0,0,168.1,0,0,1008.4,0,672.3,0,168.1,336.1,0,588.2,0,0,0,0,0,0,588.2,84,10336.1,3781.5,0,336.1,0,7563.1,0
1981-07-29,BB,14,10:37:00,A,28,-99.9,153,37,-99.9,200,PS,O,2,33,710511408877,410046,1169,2,100,DLB,1,2,0,322.6,564.5,1048.4,40.3,0,887.1,2419.4,0,0,0,0,0,0,9758.1,40.3,0,0,0,40.3,0,1048.4,241.9,80.6,2217.7,362.9,5080.7,0,887.1,1048.4,201.6,5604.8,201.6,0,0,0,0,0,685.5,201.5,32096.6,3306.5,0,1250,0,22177.4,40.3
1981-07-29,BB,14,10:43:00,B,28,-99.9,153,37,-99.9,200,PS,O,3427,35,710511649376,650652,1276,2,100,DLB,1,3,78.1,312.5,546.9,664.1,39.1,0,1054.7,2890.6,0,0,117.2,0,0,0,9453.1,0,0,0,0,0,0,937.5,117.2,0,1953.1,117.2,3710.9,0,859.4,1484.4,273.4,5898.4,156.3,117.2,0,39.1,0,0,351.6,195.4,30508,3945.3,0,1757.8,117.2,20351.5,0
1981-07-29,DD,14,10:14:00,A,29,-99.9,153,37,-99.9,200,PS,O,2,33,710511406394,408877,2483,2,100,DLB,1,5,151.9,208.9,512.7,1633.1,0,0,1272.3,2791.5,0,0,0,0,19,0,14261.3,208.9,0,0,0,132.9,0,626.7,379.8,57,2544.7,2031.9,5108.2,0,626.7,569.7,227.9,5450.1,341.8,0,0,19,0,0,873.5,379.9,39802.7,4063.8,0,797.6,0,29434.2,208.9
1981-07-29,DD,14,10:20:00,B,29,-99.9,153,37,-99.9,200,PS,O,3427,35,710511647310,649376,2066,2,100,DLB,1,4,96.6,144.8,0,1037.9,0,0,1134.4,2341.3,0,0,0,0,72.4,0,13396.1,289.7,0,0,0,24.1,0,506.9,506.9,72.4,1472.4,1472.4,4755,0,506.9,555.2,313.8,4972.2,289.7,0,0,0,0,0,941.4,313.7,34709.3,3475.7,0,869,0,26044,289.7
1981-08-13,BB,15,10:27:00,A,28,-99.9,153,35,-99.9,200,PS,O,2,33,710511412667,413447,780,2,100,DLB,1,2,0,303,60.6,60.6,0,0,1636.4,7636.4,0,0,0,0,0,0,1272.7,0,0,0,0,0,0,2484.9,60.6,0,1757.6,181.8,3272.7,0,2484.9,1515.2,60.6,2545.5,0,0,0,121.2,0,0,60.6,363.6,23394,9272.8,0,1575.8,0,18303.1,0
1981-08-13,BB,15,10:27:00,B,28,-99.9,153,35,-99.9,200,PS,O,3427,35,710511703267,703743,476,2,100,DLB,1,1,104.7,314.1,418.9,314.1,0,0,3036.7,12460.7,0,0,0,0,0,0,1989.5,0,0,0,0,0,0,3246.1,104.7,0,1256.5,104.7,3874.4,0,3246.1,2408.4,104.7,4188.5,0,0,0,0,0,0,0,209.4,34136.1,15497.4,0,2513.1,0,26073.3,0
1981-08-13,DD,15,10:10:00,A,27,-99.9,153,35,-99.9,200,PS,O,2,33,710511411003,412475,1472,2,100,DLB,1,3,0,320.3,544.5,448.4,0,0,2690.6,12011.5,0,0,0,0,0,0,3203.1,96.1,0,0,0,0,0,1825.8,64.1,32,1601.5,32,4260.1,0,1825.8,1441.4,96.1,5605.4,320.3,0,0,64.1,0,0,192.2,320.3,35169.8,14702.1,0,1537.5,0,25816.8,96.1
1981-08-13,DD,15,10:10:00,B,27,-99.9,153,35,-99.9,200,PS,O,3427,35,710511700983,702624,1641,2,100,DLB,1,3,0,212.7,425.4,334.2,0,0,2795.5,11485.9,0,0,0,0,0,0,3220.9,212.7,0,0,0,0,0,1762.4,30.4,0,911.6,91.2,3767.9,0,1762.4,1002.7,30.4,4709.8,121.5,0,0,60.8,0,0,486.2,121.6,31783.8,14281.4,0,1033.1,0,24278.5,212.7
